time.seconds,meta.browser,meta.OS,meta.resolution,sample,subject,condition,condition.sample,time.instructions1,time.instructions2,time.instructions3,warmup.time,threatens.time,shoves.time,slaps.time,pepper.time,hose.time,hurts.time,baton.time,taser.time,knocks.time,beatup.time,gas.time,rubber.time,finger.time,chokes.time,prod.time,burns.time,legs.time,stabs.time,shoots.time,torture.time,blinds.time,paralyze.time,kills.time,torkill.time,warmup.answer,threatens.answer,shoves.answer,slaps.answer,pepper.answer,hose.answer,hurts.answer,baton.answer,taser.answer,knocks.answer,beatup.answer,gas.answer,rubber.answer,finger.answer,chokes.answer,prod.answer,burns.answer,legs.answer,stabs.answer,shoots.answer,torture.answer,blinds.answer,paralyze.answer,kills.answer,torkill.answer,warmup.positive,threatens.positive,shoves.positive,slaps.positive,pepper.positive,hose.positive,hurts.positive,baton.positive,taser.positive,knocks.positive,beatup.positive,gas.positive,rubber.positive,finger.positive,chokes.positive,prod.positive,burns.positive,legs.positive,stabs.positive,shoots.positive,torture.positive,blinds.positive,paralyze.positive,kills.positive,torkill.positive,warmup.negative,threatens.negative,shoves.negative,slaps.negative,pepper.negative,hose.negative,hurts.negative,baton.negative,taser.negative,knocks.negative,beatup.negative,gas.negative,rubber.negative,finger.negative,chokes.negative,prod.negative,burns.negative,legs.negative,stabs.negative,shoots.negative,torture.negative,blinds.negative,paralyze.negative,kills.negative,torkill.negative,warmup.confidence,threatens.confidence,shoves.confidence,slaps.confidence,pepper.confidence,hose.confidence,hurts.confidence,baton.condifence,taser.confidence,knocks.confidence,beatup.confidence,gas.confidence,rubber.confidence,finger.confidence,chokes.confidence,prod.confidence,burns.confidence,legs.confidence,stabs.confidence,shoots.confidence,torture.confidence,blinds.confidence,paralyze.confidence,kills.confidence,torkill.confidence,order.threat,order.shove,order.hose,order.taser,order.pepper,order.tear,order.slap,order.hurt,order.baton,order.rubber,order.beats,order.knocks,order.choke,order.prod,order.stab,order.finger,order.shoots,order.burns,order.legs,order.blinds,order.paralyze,order.torture,order.kill,order.torturekill,md.MoralJustification,md.EuphemisticLabel,md.AdvComparison,md.DisplaceResp,md.DiffusionRes,md.DistortConseq,md.AttributeBlame,md.Dehumanization,md.Index,demo.age,demo.age.thirds,demo.gender,demo.gender.code,demo.race,demo.race.code,demo.race.binary,comments,attn.check.1,attn.check.2,attn.check.sum,md.moraljustification.split,md.dispresp.split,md.distortconseq.split,md.dehumanization.split,md.euphamistic.split,md.advcompare.split,md.diffusionresp.split,md.attribute.blame.split,md.index.split,filter_$,warmup.time.clean,threatens.time.clean,shoves.time.clean,slaps.time.clean,pepper.time.clean,hose.time.clean,hurts.time.clean,baton.time.clean,taser.time.clean,knocks.time.clean,beatup.time.clean,gas.time.clean,rubber.time.clean,finger.time.clean,chokes.time.clean,prod.time.clean,burns.time.clean,legs.time.clean,stabs.time.clean,shoots.time.clean,torture.time.clean,blinds.time.clean,paralyze.time.clean,kills.time.clean,torkill.time.clean,time.global.avg,time.clean.global.avg,harm1,harm2,harm3,harm4,harm5,harm6,fair1,fair2,fair3,fair4,fair5,fair6,loyal1,loyal2,loyal3,loyal4,loyal5,loyal6,authority1,authority2,authority3,authority4,authority5,authority6,purity1,purity2,purity3,purity4,purity5,purity6,MFQ.Harm,MFQ.Fair,MFQ.Loyal,MFQ.Authority,MFQ.Purity,MFQ.Harm.Split,MFQ.Fair.Split,MFQ.Loyal.Split,MFQ.Authority.Split,MFQ.Purity.Split,Harm_Salience,Fairness_Salience,Loyalty_Salience,Authority_Salience,Purity_Salience
2685,Chrome,Windows NT 10.0,1366x768,1,208,2,2,5.9,11.86,4.11,17.96,92.93,3.32,11.06,4.37,7.78,19.65,5.49,12.2,10.31,65.45,26.76,4.02,7.66,9.1,5.65,5.88,11.35,4.34,8.41,23.34,2.2,29.05,5.29,33.9,3,1,1,1,1,1,1,1,1,2,1,2,1,2,3,2,1,2,3,2,3,2,2,2,3,3,2,5,3,3,2,4,2,2,3,4,2,4,4,2,4,2,4,3,4,3,2,2,4,4,3,3,4,3,2,3,3,2,2,3,4,3,3,4,3,4,2,4,2,4, ,3,2,4,3,3,2,4,4,2,2,3,3,3,4,3,2,2,4,2,2,2,3,2,3,3,3,3,3,3,1,1,1,2,2,3,1,2,4,3,3,4,5,5,6,2,4,4,6,6,5,5,6,3, ,2.5,2,3,2.75,2,2.25,2,2.41935483870968,31,3,Female,2,African American,2,1,no, , ,0, ,3,3,2,2,2,3,2,3,1,17.96,33.48,3.32,11.06,4.37,7.78,19.65,5.49,12.2,10.31,33.48,26.76,4.02,7.66,9.1,5.65,5.88,11.35,4.34,8.41,23.34,2.2,29.05,5.29,33.48,17.0629166666667,13.23625,3,5,2,6,4,5,5,2,5,5,5,4,4,3,6,5,5,5,3,4,3,5,5,5,2,2,5,2,2,6,4.16666666666667,4.33333333333333,4.66666666666667,4.16666666666667,3.16666666666667,2,2,3,2,2,Moderate,Moderate,High,Moderate,Moderate
1994,Chrome,Macintosh,1440x900,2,504,1,3,29.12,11.77,6.54,4,20.17,1.64,2.05,2.03,11.61,1.49,2.65,58.3,2.86,10.35,3.34,4.51,5.23,4.99,6.49,7.46,1.48,2.29,3.42,2.88,3.68,45.98,8.38,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,4,4,4,4,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,4,3,2,2,3,1,1,3,2,4,6,2,1,2,3,1,3,5,3,5,4,6,2,4,5,4,6,5,6,4,2.5,2.75,2,1.5,2.75,2.75,2.25,2.5625,21,2,Male,1,White,12,2, , , ,0,3,2,3,3,2,3,1,3,3,1,4,20.17,1.64,2.05,2.03,11.61,1.49,2.65,33.48,2.86,10.35,3.34,4.51,5.23,4.99,6.49,7.46,1.48,2.29,3.42,2.88,3.68,33.48,8.38,2,8.97,7.415,4,4,4,4,4,2,4,5,4,4,4,2,2,2,4,6,4,3,4,5,4,5,3,4,4,3,1,4,4,3,3.66666666666667,3.83333333333333,3.5,4.16666666666667,3.16666666666667,1,2,2,2,2,Low,Moderate,Moderate,Moderate,Moderate
5096,Safari,Macintosh,1440x900,2,792,1,3,51.83,3.23,1.51,4.09,1.27,1.74,2.25,1.68,2.54,6.03,21.24,2.5,1.16,72.17,1.69,3.06,1.57,6.11,3.39,2.24,4.82,1.6,19.03,4.93,4.99,7.24,8.15,13.37,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,5,4,4,5,4,4,2,2,4,2,4,4,2,2,2,2,2,2,1,4,2,2,1,3,2,1,2,2,1,2,2,4,4,2,4,2,2,4,4,4,4,5,4,5,2,5,5,5,6,5,5,4,4,5,4,4,2,3,4,3,4,4,2,2,3,2,2,3,2,4,2,2,1,1,1,2,3,1,6,4,3,3,2,1,2,4,5,5,2,4,4,3,6,5,6,5,6,3.5,2.5,1.5,1.75,2.25,1.75,2.25,2,2.1875,19,1,Female,2,White,12,2,No, , ,0,3,2,2,2,2,2,2,2,2,1,4.09,1.27,1.74,2.25,1.68,2.54,6.03,21.24,2.5,1.16,33.48,1.69,3.06,1.57,6.11,3.39,2.24,4.82,1.6,19.03,4.93,4.99,7.24,8.15,13.37,8.11541666666667,6.50333333333333,5,5,5,6,5,3,5,5,5,6,5,3,4,5,5,2,4,2,5,4,5,5,2,3,4,5,2,4,3,1,4.83333333333333,4.83333333333333,3.66666666666667,4,3.16666666666667,2,2,2,2,2,Moderate,Moderate,Moderate,Moderate,Moderate
1526,Safari,Macintosh,1440x900,2,556,2,4,7.13,6.83,30.35,13.71,6.56,6.06,1.93,37.46,7.37,4.22,4.81,1.6,17.21,5.22,4.66,2.99,5,7.23,13.76,4.64,39.2,16.09,3.06,16.19,2.43,8.7,13.15,3.08,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,3,2,5,5,5,5,5,5,5,5,5,5,3,5,5,4,3,3,4,4,4,3,3,3,3,5,3,1,1,1,1,1,1,1,1,1,1,3,1,1,2,3,3,2,2,1,3,3,3,3,1,3,5,5,5,5,5,5,5,5,4,3,3,5,4,4,3,3,4,4,3,3,3,3,3,5,1,3,1,2,1,4,2,3,2,3,1,2,4,4,6,4,5,3,5,5,6,5,6,6,1.5,1.5,1.25,1.5,2.75,1,2,1.5,1.625,19,1,female,2,white,12,2, , , ,0,1,1,1,2,1,1,3,2,1,1,13.71,6.56,6.06,1.93,33.48,7.37,4.22,4.81,1.6,17.21,5.22,4.66,2.99,5,7.23,13.76,4.64,33.48,16.09,3.06,16.19,2.43,8.7,13.15,3.08,9.6925,9.28833333333333,4,5,5,5,6,6,6,6,6,5,5,2,4,5,5,4,5,2,5,3,3,6,1,5,4,4,1,5,4,1,5.16666666666667,5,4.16666666666667,3.83333333333333,3.16666666666667,2,2,2,2,2,Moderate,Moderate,Moderate,Moderate,Moderate
865,Chrome,Macintosh,1280x800,2,510,2,4,2.05,3.74,1.67,16.16,2.52,1.59,1.73,2.91,4.22,2.75,3.8,2.87,4.57,3.85,3.62,4.45,4.29,1.89,4.99,2.42,4.42,3.55,1.95,2.14,1.52,2.58,1.88,1.81,3,1,1,2,2,1,2,1,2,1,2,2,2,1,3,2,2,2,2,2,3,3,3,3,3,1,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,1,2,3,3,3,1,1,3,1,2,1,1,2,2,3,1,3,1,3,1,3,1,1,1,4,3,6,5,1,1,2,2,1,1,6,3,2,4,4,5,2,5,3,3,4,6,4,5,6,2.25,1,1,1,3.75,1,1.25,1.25,1.5625,20,1,female,2,white,12,2, , , ,0,1,1,1,1,1,1,3,1,1,1,16.16,2.52,1.59,1.73,2.91,4.22,2.75,3.8,2.87,4.57,3.85,3.62,4.45,4.29,1.89,4.99,2.42,4.42,3.55,1.95,2.14,1.52,2.58,1.88,1.81,3.01333333333333,3.01333333333333,3,5,5,6,6,6,5,4,5,6,5,4,5,4,3,4,4,5,4,2,4,5,4,3,2,4,2,4,3,4,5.16666666666667,4.83333333333333,4.16666666666667,3.66666666666667,3.16666666666667,2,2,2,2,2,Moderate,Moderate,Moderate,Moderate,Moderate
1311,Edge,Windows NT 10.0,1920x1080,2,646,2,4,4.1,5.86,10.02,11.11,0,1.88,3.07,23.79,39.98,2.71,7.83,10.51,4.5,8.92,30.09,24.32,3.23,11.72,5.39,6.24,12.27,14.29,5.14,2.46,2.41,25.95,2.51,35.8,1, ,1,1,1,2,3,1,2,3,1,1,1,1,2,2,1,2,2,2,3,3,3,3,3,4,4,4,5,3,5,3,5,4,5,4,5,3,4,3,3,2,3,3,3,5,5,5,5,5,2,2,2,1,4,1,3,1,2,1,2,2,3,2,3,3,3,3,3,3,1,1,3,1,1,4,4,5,5,3,5,3,5,4,5,4,3,3,4,4,3,2,3,3,4,5,5,4,5,5,1,1,3,3,2,4,1,3,3,2,1,2,2,5,6,4,4,5,4,5,6,5,6,6,2.25,1.5,1.75,2,2.25,2.25,2.5,1.75,2.03125,21,2,Male,1,White,12,2, , , ,0,1,2,3,2,1,2,2,3,2,1,11.11,0,1.88,3.07,23.79,33.48,2.71,7.83,10.51,4.5,8.92,30.09,24.32,3.23,11.72,5.39,6.24,12.27,14.29,5.14,2.46,2.41,25.95,2.51,33.48,11.8754166666667,11.5079166666667,2,4,5,4,2,5,3,3,4,4,4,3,5,2,5,3,6,3,2,4,3,5,4,4,3,1,4,4,4,3,3.66666666666667,3.5,4,3.66666666666667,3.16666666666667,1,1,2,2,2,Low,Low,Moderate,Moderate,Moderate
1101,Safari,Macintosh,1280x800,2,569,1,3,7.12,5.44,4.29,48.36,1.89,1.98,4.17,9.77,8.94,2.25,20.77,2.94,1.83,1.85,4.58,5.69,18.2,2.14,11.2,7.56,1.34,2.25,3.09,3.85,16.14,9.63,3.22,5.94,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,4,2,4,2,4,3,3,3,4,4,3,2,2,3,3,1,2,2,2,4,2,2,2,2,1,4,3,3,3,2,3,3,3,2,2,3,3,3,3,3,4,3,3,3,2,3,3,4,3,4,1,2,3,3,4,2,3,2,3,4,3,3,2,2,3,3,2,2,3,4,2,2,2,3,2,1,1,1,2,1,2,2,2,3,4,4,3,5,5,3,3,5,4,6,6,4,5,6,6,3.5,2.5,3,2.25,3,2.5,3.25,2,2.75,19,1,female,2,white/Caucasian,12,2, , , ,0,3,3,3,2,2,3,3,3,3,1,33.48,1.89,1.98,4.17,9.77,8.94,2.25,20.77,2.94,1.83,1.85,4.58,5.69,18.2,2.14,11.2,7.56,1.34,2.25,3.09,3.85,16.14,9.63,3.22,5.94,6.30083333333333,6.30083333333333,5,5,5,5,6,3,5,5,5,6,5,3,5,2,5,3,2,3,4,2,5,5,1,5,4,4,1,4,4,2,4.83333333333333,4.83333333333333,3.33333333333333,3.66666666666667,3.16666666666667,2,2,2,2,2,Moderate,Moderate,Moderate,Moderate,Moderate
1263,Chrome,Windows NT 10.0,1600x900,1,91,2,2,5.34,5.4,5.11,6.06,90.73,1.5,2.07,7.67,14.45,1.69,7.28,1.76,1.26,1.83,2.59,2.84,2.15,3.19,8.04,1.97,2.34,2.35,3.55,2.56,4.19,2.21,3.04,3.99,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,3,2,3,5,5,5,5,5,5,5,2,5,5,5,5,5,5,4,3,5,5,4,4,5,3,5,5,5,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,3,1,1,2,2,1,3,1,1,1,5,5,5,5,5,5,5,2,5,5,5,5,5,5,4,3,5,5,4,4,5,2,5,5,5,1,1,4,5,2,3,2,1,4,3,2,3,5,3,6,1,4,2,4,6,5,5,6,6,2,2.75,1.25,1,2,1.25,1,1,1.53125,29,2,Female,2,Caucasian,12,2, , , ,0,1,1,1,1,3,1,2,1,1,1,6.06,33.48,1.5,2.07,7.67,14.45,1.69,7.28,1.76,1.26,1.83,2.59,2.84,2.15,3.19,8.04,1.97,2.34,2.35,3.55,2.56,4.19,2.21,3.04,3.99,7.30208333333333,4.91666666666667,3,6,6,3,6,2,1,2,1,6,3,1,1,1,2,4,2,2,5,2,4,6,1,4,5,4,1,3,2,4,4.33333333333333,2.33333333333333,2,3.66666666666667,3.16666666666667,2,1,1,2,2,Moderate,Low,Low,Moderate,Moderate
1497,Safari,Macintosh,1440x900,2,666,2,4,4.06,5.1,2.79,7.8,2.01,2.51,10.19,4.28,1.88,3.72,6.65,47.85,2.76,3.03,3.86,100.34,1.94,3.22,22.27,8.28,5.92,13.15,5.97,1.48,5,2.93,2.09,2.73,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,4,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,4,4,3,3,3,5,3,3,5,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,3,3,3,2,3,3,1,4,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,3,4,2,5,2,3,4,6,1,2,3,1,4,2,2,2,3,1,1,5,4,4,5,3,4,3,5,6,5,6,6,3.25,2.25,2,2.25,2,2.25,2.75,1.75,2.3125,19,1,Male,1,White,12,2,N/A, , ,0,3,3,3,2,2,2,2,3,3,1,7.8,2.01,2.51,10.19,4.28,1.88,3.72,6.65,33.48,2.76,3.03,3.86,33.48,1.94,3.22,22.27,8.28,5.92,13.15,5.97,1.48,5,2.93,2.09,2.73,11.0025,7.61791666666667,6,6,5,6,4,3,5,5,5,6,5,6,2,6,4,3,4,2,3,2,6,5,2,3,4,4,2,3,2,4,5,5.33333333333333,3.5,3.5,3.16666666666667,2,3,2,2,2,Moderate,High,Moderate,Moderate,Moderate
1106,Chrome,Macintosh,1280x800,2,720,1,3,3.09,2.48,2.84,9.05,1.35,2.09,1.67,1.6,6.5,17.49,3.57,1.66,9.51,6.82,5.19,1.72,4.86,2.45,2.57,1.66,2.32,3.52,2.51,5.83,1.19,2.01,5.42,1.52,1,1,1,1,1,1,3,1,1,1,1,1,3,3,3,3,3,3,3,3,1,3,3,3,3,4,4,1,5,1,3,1,2,1,1,1,3,3,3,4,3,3,1,4,3,1,5,5,1,3,1,2,2,2,2,2,1,3,2,4,3,2,3,3,2,3,3,1,3,3,4,1,1,1,3,7,5,4,4,2,5,3,5,3,1,3,4,4,4,4,4,4,3,4,2,3,5,5,3,5,1,2,1,2,3,3,1,2,4,2,3,5,5,1,5,4,4,3,6,4,6,5,6,6,2,1.75,1.75,2.25,3,2.25,2,1.5,2.0625,20,1,female,2,white and asian,9,1, , , ,0,1,3,3,2,1,2,3,2,2,1,9.05,1.35,2.09,1.67,1.6,6.5,17.49,3.57,1.66,9.51,6.82,5.19,1.72,4.86,2.45,2.57,1.66,2.32,3.52,2.51,5.83,1.19,2.01,5.42,1.52,3.95958333333333,3.95958333333333,5,4,5,6,5,5,5,3,5,6,3,4,2,4,4,4,3,3,4,3,4,4,2,4,5,4,1,3,5,1,5,4.33333333333333,3.33333333333333,3.5,3.16666666666667,2,2,2,2,2,Moderate,Moderate,Moderate,Moderate,Moderate
1073,Safari,Macintosh,1440x900,2,527,1,3,5.89,8.68,4.28,4.88,2.69,1.42,4.83,1.74,4.91,2.45,1.99,1.47,1.38,1.14,3.95,2.5,5.95,1.06,7.71,4.06,7.05,3.3,3.02,2.99,13.55,5.89,4.61,8.86,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,2,2,1,1,1,1,2,1,2,2,2,2,1,2,1,2,1,2,2,2,1,1,2,2,2,2,2,1,1,1,1,2,1,2,2,2,2,1,2,1,2,1,2,2,2,1,1,2,2,1,6,4,1,1,1,1,4,1,4,4,4,4,1,4,1,4,1,4,4,4,1,1,4,4,2,1,1,4,3,2,3,2,3,1,4,2,2,1,3,5,4,5,4,5,6,6,5,6,6,2.25,1,2,1.25,1.75,1.25,1.75,2,1.65625,26,2,male,1,caucasian,12,2, , , ,0,1,1,1,2,1,2,1,2,1,1,4.88,2.69,1.42,4.83,1.74,4.91,2.45,1.99,1.47,1.38,1.14,3.95,2.5,5.95,1.06,7.71,4.06,7.05,3.3,3.02,2.99,13.55,5.89,4.61,8.86,4.105,4.105,4,1,6,4,5,1,5,6,3,5,4,2,2,2,3,4,5,3,3,3,4,3,4,4,2,6,1,3,3,4,3.5,4.16666666666667,3.16666666666667,3.5,3.16666666666667,1,2,2,2,2,Low,Moderate,Moderate,Moderate,Moderate
1058,Chrome,Windows NT 6.1,1920x1080,1,74,1,1,15.06,4.17,2.97,2.82,17.04,15.58,.73,1.41,.78,.63,2.34,3.27,1.54,1.55,.72,1.33,.62,6.24,7.05,1.03,.54,3.94,4.27,22.45,23.54,28.16,6.25,8.75,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,5,2,4,5,5,4,3,1,4,2,2,5,4,5,5,4,2,2,2,4,2,2,4,1,4,2,4,1,1,1,2,3,4,2,4,4,1,2,2,1,2,4,4,4,2,4,4,1,5,2,6,4,4,5,5,5,5,4,5,4,4,5,4,4,5,4,4,4,4,5,4,3,5,4,4,1,1,3,2,2,4,1,3,6,5,3,2,4,1,5,2,6,3,4,4,5,5,6,6,2.5,2,1.75,2.5,3,2.5,3.25,2.25,2.46875,26,2,Male,1,Caucasian,12,2,"I accidentally selected a question that was an attention check.  The text was ""I am reading carefully and will not answer this one"" I selected the far left option which i believe was strongly disagree since i could not deselect it. sorry for the trouble thanks",1, ,.5,2,3,3,3,2,2,3,3,3,1,2.82,17.04,15.58,.73,1.41,.78,.63,2.34,3.27,1.54,1.55,.72,1.33,.62,6.24,7.05,1.03,.54,3.94,4.27,22.45,23.54,28.16,6.25,8.75,6.65666666666667,6.65666666666667,6,5,5,6,6,5,6,5,5,5,5,5,2,5,3,2, ,2,2,1,5,5,5,3,5,1,1,5,2,5,5.5,5.16666666666667,2.8,3.5,3.16666666666667,3,2,2,2,2,High,Moderate,Moderate,Moderate,Moderate
2060,Chrome,Windows NT 10.0,1280x720,2,665,1,3,10.24,8.38,10.23,42.97,11.2,13.68,6.5,37.03,5.17,7.53,27.61,5.77,15.8,6.03,21.6,4.22,8.03,4.35,42.64,5.78,2.92,45.58,7.07,3,5.68,67.54,2.11,2.38,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,3,3,3,3,3,3,3,3,6,4,4,3,3,4,3,3,4,4,2,3,4,2,2,2,1,3,4,4,4,5,5,5,5,5,3,2,4,2,2,4,4,2,2,4,4,2,4,4,5,4,4,3,3,4,2,2,1,1,6,4,4,4,4,4,3,4,4,4,2,4,4,1,3,1,4,2,3,3,2,4,4,5,5,2,1,1,2,2,3,1,3,2,1,3,4,3,4,6,4,5,5,5,4,5,6,6,6,2,1.5,2.5,1.5,4,2,2.25,2,2.21875,21,2,Female,2,Asian,1,1,No, , ,0,1,1,3,2,1,3,3,2,2,1,33.48,11.2,13.68,6.5,33.48,5.17,7.53,27.61,5.77,15.8,6.03,21.6,4.22,8.03,4.35,33.48,5.78,2.92,33.48,7.07,3,5.68,33.48,2.11,2.38,14.9675,12.5145833333333,3,2,6,4,5,6,3,3,5,5,5,4,1,1,1,3,2,4,3,2,6,4,1,5,5,2,4,2,3,3,4.33333333333333,4.16666666666667,2,3.5,3.16666666666667,2,2,1,2,2,Moderate,Moderate,Low,Moderate,Moderate
1461,Safari,Macintosh,1440x900,2,669,2,4,3.42,1.83,.9,3.43,10.56,43.57,11.75,5.02,2.73,1.26,2.15,2.14,1.38,1.84,3.54,2.15,18.12,2.21,99.04,5.49,5.55,8.5,3.65,3.19,7.92,9.32,4.19,4.19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,3,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,2,5,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,1,1,4,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,1,2,1,3,5,1,2,3,2,1,5,1,1,3,4,3,4,2,2,6,4,5,3,5,4,5,6,6,6,4,3,2.5,2.5,2.5,1.75,2.25,2.75,2.65625,22,2,Male,1,African American (Black),2,1,no, , ,0,3,3,2,3,3,3,2,2,3,1,3.43,10.56,33.48,11.75,5.02,2.73,1.26,2.15,2.14,1.38,1.84,3.54,2.15,18.12,2.21,33.48,5.49,5.55,8.5,3.65,3.19,7.92,9.32,4.19,4.19,10.8108333333333,7.65875,2,3,6,3,1,1,1,6,6,6,3,3,2,1,1,2,5,3,1,1,6,5,1,6,4,6,1,5,2,1,2.66666666666667,4.16666666666667,2.33333333333333,3.33333333333333,3.16666666666667,1,2,2,2,2,Low,Moderate,Moderate,Moderate,Moderate
1020,Safari,Macintosh,1440x900,2,611,2,4,3.58,4.25,5.88,6.74,1.43,2.85,1.83,2.44,1.66,1.49,2.57,2.98,1.72,2.83,2.01,1.99,3.44,2.65,2.38,4.11,2.26,12.8,2.13,6.08,7.69,8.4,7.59,8.35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,2,5,5,5,5,3,4,5,2,4,3,4,4,3,2,3,4,2,1,2,1,2,1,2,1,3,1,1,1,1,3,3,1,3,2,3,3,3,3,4,3,2,4,4,4,5,4,5,3,4,3,5,5,5,5,5,4,5,4,5,5,5,5,4,4,5,5,4,3,4,4,4,1,2,3,1,1,3,3,2,2,2,2,1,3,1,3,4,5,5,4,5,4,4,6,6,5,6,6,3.5,2.5,1,2.25,1.25,1.25,2,1.75,1.9375,18,1,female,2,white,12,2, , , ,0,3,3,1,2,2,1,1,2,2,1,6.74,1.43,2.85,1.83,2.44,1.66,1.49,2.57,2.98,1.72,2.83,2.01,1.99,3.44,2.65,2.38,4.11,2.26,12.8,2.13,6.08,7.69,8.4,7.59,8.35,3.90333333333333,3.90333333333333,2,4,6,5,6,3,4,3,4,6,3,3,2,2,1,2,3,1,2,2,4,5,2,4,2,6,1,5,4,1,4.33333333333333,3.83333333333333,1.83333333333333,3.16666666666667,3.16666666666667,2,2,1,2,2,Moderate,Moderate,Low,Moderate,Moderate
13741,Safari,Macintosh,1440x900,2,758,1,3,2523.58,3.59,1.68,17.96,7.48,4.63,4.28,1525.12,1.64,.61,4.13,9.64,24.01,1.39,3.83,14.22,.64,6.61,5.63,2.18,1.69,.19,3.33,2.76,2.1,31.41,3.53,1.97,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,2,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,2,4,4,4,4,4,4,4,3,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,4,2,2,2,2,2,2,2,5,2,4,4,4,4,4,4,4,4,4,4,2,4,2,4,4,4,4,4,4,4,4,4,4,1,2,3,1,2,1,1,3,3,2,2,3,4,4,4,5,4,5,5,5,6,6,6,6,2.25,1.5,1.25,1.75,1.75,1.5,2,1.25,1.65625,20,1,female,2,Asian,1,1,I really like the questions that you tried to explore which give me many thoughts and introspections about human., , ,0,1,2,2,1,1,1,1,2,1,1,17.96,7.48,4.63,4.28,33.48,1.64,.61,4.13,9.64,24.01,1.39,3.83,14.22,.64,6.61,5.63,2.18,1.69,.19,3.33,2.76,2.1,31.41,3.53,1.97,69.2925,7.14083333333333,2,3,3,4,4,4,3,3,3,4,5,3,3,3,3,4,3,3,3,3,3,3,3,3,3,2,3,4,3,4,3.33333333333333,3.5,3.16666666666667,3,3.16666666666667,1,1,2,2,2,Low,Low,Moderate,Moderate,Moderate
1011,Safari,Macintosh,1440x900,2,523,1,3,6.55,3.91,4.75,8.32,4.23,1.77,1.75,3.91,2.25,3.12,5.84,3.24,3.53,9.56,4.63,2.5,4.44,3.18,3.61,1.65,8.67,20.72,4.29,1.34,5.38,1.76,1.63,3.41,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,3,3,3,3,3,3,4,4,4,5,2,3,2,2,2,3,5,4,2,4,4,4,2,1,2,5,4,5,5,5,4,2,2,2,2,4,4,3,3,4,3,3,2,3,2,2,2,4,4,5,1,2,1,2,3,6,3,5,4,5,3,2,2,3,4,3,5,4,3,3,4,3,4,3,2,5,4,5,4,5,1,1,3,2,2,2,1,3,3,1,4,5,4,4,4,2,6,5,3,5,6,6,5,6,2.5,1.75,1,1.5,1.5,1,1.75,1,1.5,21,2,female,2,caucasian,12,2, , , ,0,2,1,1,1,1,1,1,2,1,1,8.32,4.23,1.77,1.75,3.91,2.25,3.12,5.84,3.24,3.53,9.56,4.63,2.5,4.44,3.18,3.61,1.65,8.67,20.72,4.29,1.34,5.38,1.76,1.63,3.41,4.43375,4.43375,5,5,6,5,6,6,5,3,6,5,5,4,2,3,3,3,4,3,3,3,5,4,1,2,4,4,1,4,2,4,5.5,4.66666666666667,3,3,3.16666666666667,3,2,2,2,2,High,Moderate,Moderate,Moderate,Moderate
